track,scrobbles,user
Crocodiles - Wait Until Tomorrow,34,IcoBeltran
Crying - Rat Baby,34,IcoBeltran
Dance Gavin Dance - Alex English,34,IcoBeltran
Dayglow - Close to You,34,IcoBeltran
Deafheaven - Night People,34,IcoBeltran
At the Drive-In - Arcarsenal,119,TheRudeDuck
Mat Zo - Only For You,114,TheRudeDuck
Mat Zo - The Sky,112,TheRudeDuck
At the Drive-In - Pattern Against User,103,TheRudeDuck
Queens of the Stone Age - No One Knows,103,TheRudeDuck
Mat Zo - Caller ID,102,TheRudeDuck
Fugazi - Cashout,101,TheRudeDuck
Mat Zo - Little Damage,97,TheRudeDuck
Radiohead - Lotus Flower,96,TheRudeDuck
Radiohead - Paranoid Android,96,TheRudeDuck
At the Drive-In - One Armed Scissor,95,TheRudeDuck
Fugazi - The Kill,93,TheRudeDuck
Mat Zo - Like It Used To Be,93,TheRudeDuck
Queens of the Stone Age - First It Giveth,90,TheRudeDuck
Mat Zo - Lucid Dreams,89,TheRudeDuck
Drive Like Jehu - Here Come The Rome Plows,88,TheRudeDuck
At the Drive-In - Sleepwalk Capsules,86,TheRudeDuck
Fugazi - Full Disclosure,86,TheRudeDuck
Mat Zo - Pyramid Scheme,86,TheRudeDuck
Radiohead - Jigsaw Falling Into Place,86,TheRudeDuck
Mat Zo - Easy,85,TheRudeDuck
Queens of the Stone Age - Head Like a Haunted House,84,TheRudeDuck
Fugazi - Epic Problem,83,TheRudeDuck
Cloud Nothings - Wasted Days,82,TheRudeDuck
Mat Zo - Time On Your Side,82,TheRudeDuck
"Yes - Close To The Edge (I. The Solid Time Of Change, II. Total Mass Retain, III. I Get Up I Get Down, IV. Seasons Of Man) - Remastered",82,TheRudeDuck
Queens of the Stone Age - I Sat by the Ocean,81,TheRudeDuck
Queens of the Stone Age - Song For The Dead,81,TheRudeDuck
Fugazi - Life and Limb,79,TheRudeDuck
Fugazi - Waiting Room,78,TheRudeDuck
Radiohead - Airbag,77,TheRudeDuck
Run the Jewels - 2100 (feat. BOOTS),77,TheRudeDuck
At the Drive-In - Invalid Litter Dept.,76,TheRudeDuck
Drive Like Jehu - Do You Compute,75,TheRudeDuck
Metallica - Blackened,75,TheRudeDuck
Queens of the Stone Age - The Sky Is Fallin',74,TheRudeDuck
...And You Will Know Us by the Trail of Dead - How Near How Far,73,TheRudeDuck
Tame Impala - Apocalypse Dreams,73,TheRudeDuck
Radiohead - Bloom,72,TheRudeDuck
Radiohead - Karma Police,72,TheRudeDuck
Mat Zo - Hurricane,71,TheRudeDuck
Run the Jewels - Down (feat. Joi),71,TheRudeDuck
Tame Impala - Keep on Lying,71,TheRudeDuck
Drive Like Jehu - Golden Brown,70,TheRudeDuck
Foo Fighters - Everlong,70,TheRudeDuck
Sufjan Stevens - Death with Dignity,70,TheRudeDuck
Frank Ocean - Pink + White,69,TheRudeDuck
Fugazi - Intro,69,TheRudeDuck
Fugazi - Strangelight,69,TheRudeDuck
Queens of the Stone Age - Hanging Tree,69,TheRudeDuck
Queens of the Stone Age - I Appear Missing,69,TheRudeDuck
"Queens of the Stone Age - You Think I Ain't Worth a Dollar, but I Feel Like a Millionaire",69,TheRudeDuck
Radiohead - Little by Little,69,TheRudeDuck
The Mars Volta - Inertiatic ESP,69,TheRudeDuck
Fugazi - Bed for the Scraping,68,TheRudeDuck
At the Drive-In - Mannequin Republic,67,TheRudeDuck
Sufjan Stevens - Should Have Known Better,67,TheRudeDuck
Sufjan Stevens - The Only Thing,67,TheRudeDuck
Unwound - Dragnalus,67,TheRudeDuck
Unwound - Hexenzsene,67,TheRudeDuck
Drive Like Jehu - Sinews,66,TheRudeDuck
Fugazi - Bulldog Front,66,TheRudeDuck
Parquet Courts - Total Football,66,TheRudeDuck
Queens of the Stone Age - Gonna Leave You,66,TheRudeDuck
Run the Jewels - Call Ticketron,66,TheRudeDuck
Unwound - Valentine Card,66,TheRudeDuck
...And You Will Know Us by the Trail of Dead - Another Morning Stoner,65,TheRudeDuck
Fugazi - Bad Mouth,65,TheRudeDuck
Fugazi - Oh,65,TheRudeDuck
Fuzz - HazeMaze,65,TheRudeDuck
Minutemen - D.'s Car Jam / Anxious Mo-Fo,65,TheRudeDuck
Queens of the Stone Age - Go With the Flow,65,TheRudeDuck
Radiohead - Electioneering,65,TheRudeDuck
Fugazi - Combination Lock,64,TheRudeDuck
Iceage - Plowing Into the Field of Love,64,TheRudeDuck
Minutemen - Viet Nam,64,TheRudeDuck
Run the Jewels - Legend Has It,64,TheRudeDuck
Tame Impala - Mind Mischief,64,TheRudeDuck
...And You Will Know Us by the Trail of Dead - It Was There That I Saw You,63,TheRudeDuck
Kendrick Lamar - These Walls,63,TheRudeDuck
Rush - Freewill,63,TheRudeDuck
Deerhunter - Revival,62,TheRudeDuck
Fugazi - Burning,62,TheRudeDuck
Fuzz - What's In My Head?,62,TheRudeDuck
Mat Zo - Moderate Stimulation,62,TheRudeDuck
Mat Zo - Superman Lost,62,TheRudeDuck
Radiohead - 15 Step,62,TheRudeDuck
Radiohead - Bodysnatchers,62,TheRudeDuck
Royal Blood - Out of the Black,62,TheRudeDuck
Run the Jewels - Talk to Me,62,TheRudeDuck
Tame Impala - Nothing That Has Happened So Far Has Been Anything We Could Control,62,TheRudeDuck
Unwound - Kantina,62,TheRudeDuck
Alexisonfire - Boiled Frogs,61,TheRudeDuck
Cloud Nothings - Fall In,61,TheRudeDuck
Fugazi - Argument,61,TheRudeDuck
Fugazi - Suggestion,61,TheRudeDuck
Grizzly Bear - Southern Point,61,TheRudeDuck
Sufjan Stevens - All of Me Wants All of You,61,TheRudeDuck
...And You Will Know Us by the Trail of Dead - Baudelaire,60,TheRudeDuck
Deerhunter - Desire Lines,60,TheRudeDuck
Grizzly Bear - All We Ask,60,TheRudeDuck
Minutemen - Theatre Is the Life of You,60,TheRudeDuck
Queens of the Stone Age - My God Is the Sun,60,TheRudeDuck
Radiohead - Morning Mr Magpie,60,TheRudeDuck
Radiohead - Weird Fishes/ Arpeggi,60,TheRudeDuck
Tame Impala - Elephant,60,TheRudeDuck
The Mars Volta - Roulette Dares (The Haunt of),60,TheRudeDuck
Cursive - Some Red-Handed Sleight of Hand,59,TheRudeDuck
Kendrick Lamar - For Free? - Interlude,59,TheRudeDuck
The Mars Volta - Son et Lumiere,59,TheRudeDuck
...And You Will Know Us by the Trail of Dead - Heart In The Hand Of The Matter,58,TheRudeDuck
Radiohead - Subterranean Homesick Alien,58,TheRudeDuck
Unwound - Lucky Acid,58,TheRudeDuck
Yes - Roundabout - Remastered Version,58,TheRudeDuck
Drive Like Jehu - Luau,57,TheRudeDuck
Fugazi - Ex-Spectator,57,TheRudeDuck
"Fugazi - Fell, Destroyed",57,TheRudeDuck
Fugazi - Give Me the Cure,57,TheRudeDuck
Fugazi - Latest Disgrace,57,TheRudeDuck
Queens of the Stone Age - If I Had a Tail,57,TheRudeDuck
Queens of the Stone Age - The Evil Has Landed,57,TheRudeDuck
Fugazi - Do You Like Me,56,TheRudeDuck
Parquet Courts - Before the Water Gets Too High,56,TheRudeDuck
Queens of the Stone Age - Six Shooter,56,TheRudeDuck
Queens of the Stone Age - Song For The Deaf,56,TheRudeDuck
Radiohead - Codex,56,TheRudeDuck
Tame Impala - Endors Toi,56,TheRudeDuck
Cloud Nothings - Stay Useless,55,TheRudeDuck
Cursive - Art Is Hard,55,TheRudeDuck
Kendrick Lamar - u,55,TheRudeDuck
Parquet Courts - Tenderness,55,TheRudeDuck
Queens of the Stone Age - Do It Again,55,TheRudeDuck
Queens of the Stone Age - Kalopsia,55,TheRudeDuck
Queens of the Stone Age - The Way You Used to Do,55,TheRudeDuck
Radiohead - Nude,55,TheRudeDuck
Run the Jewels - Hey Kids (Bumaye) [feat. Danny Brown],55,TheRudeDuck
Tame Impala - The Moment,55,TheRudeDuck
...And You Will Know Us by the Trail of Dead - Monsoon,54,TheRudeDuck
At the Drive-In - Enfilade,54,TheRudeDuck
At the Drive-In - Rolodex Propaganda,54,TheRudeDuck
Fugazi - And the Same,54,TheRudeDuck
Fugazi - Merchandise,54,TheRudeDuck
Fugazi - Repeater,54,TheRudeDuck
Kendrick Lamar - DNA.,54,TheRudeDuck
Kendrick Lamar - King Kunta,54,TheRudeDuck
Queens of the Stone Age - Hideaway,54,TheRudeDuck
Queens of the Stone Age - Smooth Sailing,54,TheRudeDuck
Queens of the Stone Age - The Vampyre of Time and Memory,54,TheRudeDuck
Radiohead - Let Down,54,TheRudeDuck
Sufjan Stevens - Drawn to the Blood,54,TheRudeDuck
...And You Will Know Us by the Trail of Dead - Homage,53,TheRudeDuck
Deerhunter - Sailing,53,TheRudeDuck
Foo Fighters - Monkey Wrench,53,TheRudeDuck
Fugazi - Nightshop,53,TheRudeDuck
Kendrick Lamar - FEEL.,53,TheRudeDuck
Queens of the Stone Age - Fairweather Friends,53,TheRudeDuck
Radiohead - Everything in Its Right Place,53,TheRudeDuck
Rush - The Spirit of Radio,53,TheRudeDuck
Tame Impala - Music to Walk Home By,53,TheRudeDuck
Tame Impala - She Just Won't Believe Me,53,TheRudeDuck
Cloud Nothings - No Future/No Past,52,TheRudeDuck
Cloud Nothings - Separation,52,TheRudeDuck
Frank Ocean - Ivy,52,TheRudeDuck
Kendrick Lamar - Institutionalized,52,TheRudeDuck
Kendrick Lamar - Wesley's Theory,52,TheRudeDuck
Minutemen - It's Expected I'm Gone,52,TheRudeDuck
Parquet Courts - Almost Had To Start A Fight/In And Out of Patience,52,TheRudeDuck
Parquet Courts - Violence,52,TheRudeDuck
Queens of the Stone Age - …Like Clockwork,52,TheRudeDuck
Queens of the Stone Age - Un-Reborn Again,52,TheRudeDuck
The Mars Volta - Aegis,52,TheRudeDuck
The Mars Volta - Tira Me A Las Aranas,52,TheRudeDuck
"Alexisonfire - Drunks, Lovers, Sinners and Saints",51,TheRudeDuck
Cursive - The Recluse,51,TheRudeDuck
Fugazi - Forensic Scene,51,TheRudeDuck
Iceage - On My Fingers,51,TheRudeDuck
Iceage - The Lord's Favorite,51,TheRudeDuck
Parquet Courts - Freebird II,51,TheRudeDuck
Radiohead - Pyramid Song,51,TheRudeDuck
Radiohead - Reckoner,51,TheRudeDuck
Tame Impala - It Is Not Meant to Be,51,TheRudeDuck
...And You Will Know Us by the Trail of Dead - Days Of Being Wild,50,TheRudeDuck
Frank Ocean - Nikes,50,TheRudeDuck
Kendrick Lamar - Alright,50,TheRudeDuck
Kendrick Lamar - YAH.,50,TheRudeDuck
Minutemen - Cohesion,50,TheRudeDuck
Parquet Courts - Outside,50,TheRudeDuck
Queens of the Stone Age - Keep Your Eyes Peeled,50,TheRudeDuck
Alexisonfire - This Could Be Anywhere In The World,49,TheRudeDuck
At the Drive-In - Quarantined,49,TheRudeDuck
Babe Rainbow - Johny Says Stay Cool,49,TheRudeDuck
Frank Ocean - Solo,49,TheRudeDuck
Mild High Club - Tesselation,49,TheRudeDuck
Mild High Club - Windowpane,49,TheRudeDuck
Parquet Courts - Human Performance,49,TheRudeDuck
Parquet Courts - Pathos Prairie,49,TheRudeDuck
Sufjan Stevens - No Shade in the Shadow of the Cross,49,TheRudeDuck
The War on Drugs - An Ocean in Between the Waves,49,TheRudeDuck
Alexisonfire - We Are The Sound,48,TheRudeDuck
Deerhunter - Don’t Cry,48,TheRudeDuck
Frank Ocean - Seigfried,48,TheRudeDuck
Frank Ocean - Skyline To,48,TheRudeDuck
Fugazi - By You,48,TheRudeDuck
Kendrick Lamar - Money Trees,48,TheRudeDuck
Metallica - One,48,TheRudeDuck
Mild High Club - Chasing My Tail,48,TheRudeDuck
Minutemen - #1 Hit Song,48,TheRudeDuck
Queens of the Stone Age - Feet Don't Fail Me,48,TheRudeDuck
Queens of the Stone Age - Fortress,48,TheRudeDuck
"Queens of the Stone Age - Sick, Sick, Sick",48,TheRudeDuck
Queens of the Stone Age - The Lost Art of Keeping a Secret,48,TheRudeDuck
Sufjan Stevens - Eugene,48,TheRudeDuck
The Mars Volta - Eriatarka,48,TheRudeDuck
Unwound - Nervous Energy,48,TheRudeDuck
...And You Will Know Us by the Trail of Dead - After The Laughter,47,TheRudeDuck
Alexisonfire - Mailbox Arson,47,TheRudeDuck
Kendrick Lamar - For Sale? - Interlude,47,TheRudeDuck
Mat Zo - Fall Into Dreams,47,TheRudeDuck
Queens of the Stone Age - Domesticated Animals,47,TheRudeDuck
Queens of the Stone Age - God Is in the Radio,47,TheRudeDuck
Radiohead - All I Need,47,TheRudeDuck
Radiohead - Optimistic,47,TheRudeDuck
Soundgarden - Limo Wreck,47,TheRudeDuck
Sufjan Stevens - Fourth of July,47,TheRudeDuck
The Mars Volta - Dyslexicon,47,TheRudeDuck
Unwound - Entirely Different Matters,47,TheRudeDuck
"Unwound - Were, Are and Was or Is",47,TheRudeDuck
"Yes - And You and I (I. Cord of Life, II. Eclipse, III. The Preacher the Teacher, IV. Apocalypse)",47,TheRudeDuck
Alexisonfire - Crisis,46,TheRudeDuck
Deerhunter - Earthquake,46,TheRudeDuck
Frank Ocean - Nights,46,TheRudeDuck
Fugazi - Glue Man,46,TheRudeDuck
Fugazi - Margin Walker,46,TheRudeDuck
Fuzz - Earthen Gate,46,TheRudeDuck
Grizzly Bear - Fine for Now,46,TheRudeDuck
Hüsker Dü - Something I Learned Today,46,TheRudeDuck
Iceage - How Many,46,TheRudeDuck
Mat Zo - The Enemy (feat. Sinead Egan),46,TheRudeDuck
Mild High Club - Homage,46,TheRudeDuck
Minutemen - Two Beads at the End,46,TheRudeDuck
Radiohead - Just,46,TheRudeDuck
Run the Jewels - Stay Gold,46,TheRudeDuck
Rush - Fly by Night,46,TheRudeDuck
Unwound - Envelope,46,TheRudeDuck
...And You Will Know Us by the Trail of Dead - Source Tags & Codes,45,TheRudeDuck
Babe Rainbow - Losing Something,45,TheRudeDuck
Frank Ocean - Self Control,45,TheRudeDuck
Fugazi - Burning Too,45,TheRudeDuck
Grizzly Bear - Easier,45,TheRudeDuck
Kendrick Lamar - ELEMENT.,45,TheRudeDuck
Sufjan Stevens - Carrie & Lowell,45,TheRudeDuck
Tame Impala - Disciples,45,TheRudeDuck
Thursday - Paris In Flames,45,TheRudeDuck
...And You Will Know Us by the Trail of Dead - Relative Ways,44,TheRudeDuck
Alexisonfire - We Are The End,44,TheRudeDuck
Alexisonfire - You Burn First,44,TheRudeDuck
Cursive - Herald! Frankenstein,44,TheRudeDuck
Drive Like Jehu - Super Unison,44,TheRudeDuck
"Foo Fighters - Hey, Johnny Park!",44,TheRudeDuck
Foo Fighters - Wind Up,44,TheRudeDuck
Fugazi - Brendan 1,44,TheRudeDuck
Fugazi - Lockdown,44,TheRudeDuck
Fugazi - Turnover,44,TheRudeDuck
Kendrick Lamar - XXX. FEAT. U2.,44,TheRudeDuck
Mat Zo - Sinful (feat. I See MONSTAS),44,TheRudeDuck
Mission of Burma - That's When I Reach for My Revolver,44,TheRudeDuck
Parquet Courts - Mardi Gras Beads,44,TheRudeDuck
Queens of the Stone Age - Better Living Through Chemistry,44,TheRudeDuck
Queens of the Stone Age - Little Sister,44,TheRudeDuck
Radiohead - Climbing Up the Walls,44,TheRudeDuck
Run the Jewels - Don't Get Captured,44,TheRudeDuck
Rush - Closer to the Heart,44,TheRudeDuck
Tame Impala - Eventually,44,TheRudeDuck
Tame Impala - Why Won't They Talk to Me?,44,TheRudeDuck
Unwound - What Was Wound,44,TheRudeDuck
Yes - South Side Of The Sky - Remastered,44,TheRudeDuck
At the Drive-In - Cosmonaut,43,TheRudeDuck
Cloud Nothings - No Sentiment,43,TheRudeDuck
Deerhunter - Memory Boy,43,TheRudeDuck
Drive Like Jehu - New Intro,43,TheRudeDuck
Fuzz - Loose Sutures,43,TheRudeDuck
Iceage - Stay,43,TheRudeDuck
"Kendrick Lamar - Bitch, Don’t Kill My Vibe",43,TheRudeDuck
Kendrick Lamar - Momma,43,TheRudeDuck
Run the Jewels - Panther Like a Panther (Miracle Mix) [feat. Trina],43,TheRudeDuck
Tame Impala - Nangs,43,TheRudeDuck
Thursday - A0001,43,TheRudeDuck
Unwound - Look a Ghost,43,TheRudeDuck
Babe Rainbow - Superstition Shadow Walk,42,TheRudeDuck
Fugazi - Promises,42,TheRudeDuck
Fugazi - Provisional,42,TheRudeDuck
Fugazi - Shut the Door,42,TheRudeDuck
Fugazi - Target,42,TheRudeDuck
Grizzly Bear - Two Weeks,42,TheRudeDuck
Mac DeMarco - Baby You're Out,42,TheRudeDuck
Mac DeMarco - On the Level,42,TheRudeDuck
Queens of the Stone Age - I'm Designer,42,TheRudeDuck
Radiohead - Feral,42,TheRudeDuck
Tame Impala - Sun's Coming Up,42,TheRudeDuck
Yes - Siberian Khatru - Remastered,42,TheRudeDuck
Alexisonfire - Rough Hands,41,TheRudeDuck
Cursive - Butcher the Song,41,TheRudeDuck
Foo Fighters - My Poor Brain,41,TheRudeDuck
Grizzly Bear - Cheerleader,41,TheRudeDuck
Grizzly Bear - The Hunt,41,TheRudeDuck
"Hüsker Dü - Broken Home, Broken Heart",41,TheRudeDuck
Kendrick Lamar - untitled 03 | 05.28.2013.,41,TheRudeDuck
King Crimson - I Talk to the Wind,41,TheRudeDuck
King Gizzard & The Lizard Wizard - Am I In Heaven?,41,TheRudeDuck
Mac DeMarco - A Wolf Who Wears Sheeps Clothes,41,TheRudeDuck
Mat Zo - Time Dilation,41,TheRudeDuck
Men I Trust - Norton Commander (Album V),41,TheRudeDuck
Queens of the Stone Age - Turnin' on the Screw,41,TheRudeDuck
Radiohead - Burn the Witch,41,TheRudeDuck
Radiohead - No Surprises,41,TheRudeDuck
Run the Jewels - Thieves! (Screamed the Ghost) [feat. Tunde Adebimpe],41,TheRudeDuck
Sufjan Stevens - John My Beloved,41,TheRudeDuck
Tame Impala - Let It Happen,41,TheRudeDuck
Tame Impala - Lucidity,41,TheRudeDuck
Unwound - December,41,TheRudeDuck
Drive Like Jehu - New Math,40,TheRudeDuck
Foo Fighters - My Hero,40,TheRudeDuck
Foo Fighters - New Way Home,40,TheRudeDuck
Frank Ocean - Good Guy,40,TheRudeDuck
Iceage - Let It Vanish,40,TheRudeDuck
Kendrick Lamar - BLOOD.,40,TheRudeDuck
Kendrick Lamar - How Much a Dollar Cost,40,TheRudeDuck
Kendrick Lamar - Sherane a.k.a Master Splinter’s Daughter,40,TheRudeDuck
Kendrick Lamar - untitled 02 | 06.23.2014.,40,TheRudeDuck
Mat Zo - Patterns Emerging,40,TheRudeDuck
Mild High Club - Skiptracing,40,TheRudeDuck
of Montreal - Suffer For Fashion,40,TheRudeDuck
Queens of the Stone Age - Into the Hollow,40,TheRudeDuck
Queens of the Stone Age - Leg of Lamb,40,TheRudeDuck
Queens of the Stone Age - Suture Up Your Future,40,TheRudeDuck
Radiohead - Give Up the Ghost,40,TheRudeDuck
Radiohead - House of Cards,40,TheRudeDuck
Sufjan Stevens - Holland,40,TheRudeDuck
The Mars Volta - Cicatriz ESP,40,TheRudeDuck
Cloud Nothings - Our Plans,39,TheRudeDuck
Foo Fighters - Up in Arms,39,TheRudeDuck
Frank Ocean - White Ferrari,39,TheRudeDuck
Hüsker Dü - Never Talking to You Again,39,TheRudeDuck
La Dispute - Andria,39,TheRudeDuck
Mat Zo - Ruffneck Bad Boy (VIP),39,TheRudeDuck
Metallica - Master of Puppets,39,TheRudeDuck
Queens of the Stone Age - 3's & 7's,39,TheRudeDuck
Queens of the Stone Age - In the Fade,39,TheRudeDuck
Radiohead - Exit Music (for a Film),39,TheRudeDuck
Radiohead - Lucky,39,TheRudeDuck
Radiohead - The Bends,39,TheRudeDuck
Tame Impala - Be Above It,39,TheRudeDuck
The Mars Volta - Drunkship of Lanterns,39,TheRudeDuck
Thursday - Understanding In A Car Crash,39,TheRudeDuck
"Tyler, The Creator - Garden Shed (feat. Estelle)",39,TheRudeDuck
Unwound - We Invent You,39,TheRudeDuck
Yes - Long Distance Runaround - Remastered Version,39,TheRudeDuck
Beck - Paper Tiger,38,TheRudeDuck
Cursive - Driftwood: A Fairy Tale,38,TheRudeDuck
Drive Like Jehu - Human Interest,38,TheRudeDuck
Frank Ocean - Solo (Reprise),38,TheRudeDuck
Fugazi - Blueprint,38,TheRudeDuck
Fugazi - Facet Squared,38,TheRudeDuck
Fugazi - Public Witness Program,38,TheRudeDuck
Fuzz - Sleigh Ride,38,TheRudeDuck
Haywyre - Do You Don't You,38,TheRudeDuck
Iceage - Simony,38,TheRudeDuck
Kendrick Lamar - Poetic Justice,38,TheRudeDuck
Kendrick Lamar - untitled 01 | 08.19.2014.,38,TheRudeDuck
Mat Zo - Killing Time,38,TheRudeDuck
Men I Trust - Days Go By,38,TheRudeDuck
Men I Trust - Tailwhip (Album V),38,TheRudeDuck
Mild High Club - Chapel Perilous,38,TheRudeDuck
Radiohead - Faust Arp,38,TheRudeDuck
Radiohead - Planet Telex,38,TheRudeDuck
Rush - Anthem,38,TheRudeDuck
Soundgarden - The Day I Tried to Live,38,TheRudeDuck
Tame Impala - Yes I'm Changing,38,TheRudeDuck
The Mars Volta - Noctourniquet,38,TheRudeDuck
The War on Drugs - Red Eyes,38,TheRudeDuck
Tool - The Patient,38,TheRudeDuck
Unwound - Abstraktions,38,TheRudeDuck
Unwound - Demons Sing Love Songs,38,TheRudeDuck
Beach House - Myth,37,TheRudeDuck
Beck - Devils Haircut,37,TheRudeDuck
Frank Ocean - Sweet Life,37,TheRudeDuck
Fugazi - Rend It,37,TheRudeDuck
Fugazi - Returning the Screw,37,TheRudeDuck
Grizzly Bear - Knife,37,TheRudeDuck
Grizzly Bear - Losing All Sense,37,TheRudeDuck
"Kendrick Lamar - Sing About Me, I'm Dying of Thirst",37,TheRudeDuck
Kendrick Lamar - The Art of Peer Pressure,37,TheRudeDuck
King Gizzard & The Lizard Wizard - The River,37,TheRudeDuck
King Gizzard & The Lizard Wizard - Work This Time,37,TheRudeDuck
La Dispute - The Castle Builders,37,TheRudeDuck
Minutemen - Don't Look Now,37,TheRudeDuck
Minutemen - Nature Without Man,37,TheRudeDuck
Nirvana - Lithium,37,TheRudeDuck
Radiohead - Packt Like Sardines in a Crushd Tin Box,37,TheRudeDuck
Tame Impala - Feels Like We Only Go Backwards,37,TheRudeDuck
Tame Impala - Gossip,37,TheRudeDuck
Thee Oh Sees - The Dream,37,TheRudeDuck
Them Crooked Vultures - New Fang,37,TheRudeDuck
Animal Collective - Summertime Clothes,36,TheRudeDuck
Babe Rainbow - Peace Blossom Boogy,36,TheRudeDuck
Deerhunter - Basement Scene,36,TheRudeDuck
Foo Fighters - Enough Space,36,TheRudeDuck
Frank Ocean - Close to You,36,TheRudeDuck
Frank Ocean - Pretty Sweet,36,TheRudeDuck
Fugazi - Long Distance Runner,36,TheRudeDuck
Fugazi - Recap Modotti,36,TheRudeDuck
Fugazi - Sieve-Fisted Find,36,TheRudeDuck
Grizzly Bear - Lullabye,36,TheRudeDuck
Haywyre - I Am Me,36,TheRudeDuck
Iceage - Forever,36,TheRudeDuck
Kendrick Lamar - LOYALTY. FEAT. RIHANNA.,36,TheRudeDuck
Kendrick Lamar - untitled 05 | 09.21.2014.,36,TheRudeDuck
Mat Zo - Smacked Up On Jack,36,TheRudeDuck
Minutemen - Shit From an Old Notebook,36,TheRudeDuck
Mission of Burma - Academy Fight Song,36,TheRudeDuck
Nero - Promises,36,TheRudeDuck
Pile - So Hard,36,TheRudeDuck
Radiohead - Kid A,36,TheRudeDuck
Radiohead - The Tourist,36,TheRudeDuck
Rush - Far Cry,36,TheRudeDuck
Snail Mail - Pristine,36,TheRudeDuck
Soundgarden - Let Me Drown,36,TheRudeDuck
Sufjan Stevens - Chicago,36,TheRudeDuck
Tame Impala - Desire Be Desire Go,36,TheRudeDuck
The Mars Volta - Molochwalker,36,TheRudeDuck
The Mars Volta - This Apparatus Must Be Unearthed,36,TheRudeDuck
Crumb - Part III,35,TheRudeDuck
Fugazi - Back to Base,35,TheRudeDuck
Fugazi - Version,35,TheRudeDuck
Grizzly Bear - Central and Remote,35,TheRudeDuck
Grizzly Bear - Cut-out,35,TheRudeDuck
Iceage - Abundant Living,35,TheRudeDuck
Kendrick Lamar - Swimming Pools (Drank) (extended version),35,TheRudeDuck
King Gizzard & The Lizard Wizard - Slow Jam 1,35,TheRudeDuck
Mac DeMarco - For the First Time,35,TheRudeDuck
Mat Zo - Order Out of Chaos,35,TheRudeDuck
Parquet Courts - Back to Earth,35,TheRudeDuck
Radiohead - My Iron Lung,35,TheRudeDuck
Sufjan Stevens - Blue Bucket of Gold,35,TheRudeDuck
Tame Impala - Alter Ego,35,TheRudeDuck
Thursday - Autobiography Of A Nation,35,TheRudeDuck
Unwound - Honourosis,35,TheRudeDuck
Unwound - Treachery,35,TheRudeDuck
Yes - The Fish (Schindleria Praematurus),35,TheRudeDuck
Alexisonfire - To A Friend,34,TheRudeDuck
Built to Spill - Velvet Waltz,34,TheRudeDuck
Deftones - Back To School - Mini Maggit,34,TheRudeDuck
Fleet Foxes - Tiger Mountain Peasant Song,34,TheRudeDuck
Fugazi - Birthday Pony,34,TheRudeDuck
Fugazi - Downed City,34,TheRudeDuck
Fugazi - Smallpox Champion,34,TheRudeDuck
Fugazi - Sweet and Low,34,TheRudeDuck
"Grizzly Bear - Ready, Able",34,TheRudeDuck
Haywyre - I Am You,34,TheRudeDuck
Hüsker Dü - Chartered Trips,34,TheRudeDuck
Kendrick Lamar - untitled 06 | 06.30.2014.,34,TheRudeDuck
Mac DeMarco - This Old Dog,34,TheRudeDuck
MGMT - Little Dark Age,34,TheRudeDuck
Mild High Club - Ceiling Zero,34,TheRudeDuck
Nirvana - Breed,34,TheRudeDuck
of Montreal - Sink The Seine,34,TheRudeDuck
Parquet Courts - Death Will Bring Change,34,TheRudeDuck
Queens of the Stone Age - Feel Good Hit Of The Summer - (Reprise),34,TheRudeDuck
Queens of the Stone Age - Misfit Love,34,TheRudeDuck
Radiohead - High and Dry,34,TheRudeDuck
Radiohead - Idioteque,34,TheRudeDuck
Radiohead - Videotape,34,TheRudeDuck
Radiohead - You and Whose Army?,34,TheRudeDuck
Red Hot Chili Peppers - Under the Bridge,34,TheRudeDuck
Royal Blood - Come on Over,34,TheRudeDuck
Rush - Distant Early Warning,34,TheRudeDuck
Tame Impala - Expectation,34,TheRudeDuck
The Knife - Silent Shout,34,TheRudeDuck
The Mars Volta - Take the Veil Cerpin Taxt,34,TheRudeDuck
"Tyler, The Creator - A BOY IS A GUN*",34,TheRudeDuck
"Tyler, The Creator - Where This Flower Blooms (feat. Frank Ocean)",34,TheRudeDuck
Unwound - Pure Pain Sugar,34,TheRudeDuck
Beck - Lord Only Knows,33,TheRudeDuck
Cloud Nothings - Cut You,33,TheRudeDuck
Cursive - Staying Alive,33,TheRudeDuck
Frank Ocean - Be Yourself,33,TheRudeDuck
Fugazi - Caustic Acrostic,33,TheRudeDuck
Grizzly Bear - Hold Still,33,TheRudeDuck
Kendrick Lamar - Backseat Freestyle,33,TheRudeDuck
King Gizzard & The Lizard Wizard - Hot Water,33,TheRudeDuck
King Gizzard & The Lizard Wizard - I'm In Your Mind,33,TheRudeDuck
Mac DeMarco - Moonlight on the River,33,TheRudeDuck
Mild High Club - Note To Self,33,TheRudeDuck
Minutemen - One Reporter's Opinion,33,TheRudeDuck
of Montreal - Cato As A Pun,33,TheRudeDuck
Parquet Courts - Extinction,33,TheRudeDuck
Parquet Courts - NYC Observation,33,TheRudeDuck
Parquet Courts - Wide Awake,33,TheRudeDuck
Queens of the Stone Age - Villains of Circumstance,33,TheRudeDuck
Soundgarden - Black Hole Sun,33,TheRudeDuck
Soundgarden - Kickstand,33,TheRudeDuck
Tame Impala - The Less I Know the Better,33,TheRudeDuck
Them Crooked Vultures - Elephants,33,TheRudeDuck
Thursday - Concealer,33,TheRudeDuck
